author_id,comment_id,comment_text,like_count,reply_count,video_title,publish_year,publish_month
UC49V0CPELIs-34FEgdC01pA,UgwAcSJzpdCdRfdkg4J4AaABAg,Analitic T dan Critical T pondasi dalam Era AI.,0,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCSIAP7hn3LT5GuC8LFq6jyw,Ugz1nerGYt5mJm3RfmJ4AaABAg,"Jaman sekarang sdh era digital....orang malas baca buku...toko buku tdk laku...perpustakaan sepi pengunjung...orang sdh lebih suka buka internet,google,youtube bahkan AI dari hp yg kita bisa bawa kemana-mana, lebih mudah diakses dan dikemas dengan sangat menarik....informasi apa saja yang kita butuhkan ada....tantangannya muncul budaya instan , tinggal copy paste...orang sdh malas berfikir...ketergantungan terhadap google dan AI sdh sangat tinggi....membahayakan eksistensi manusia itu sendiri...",1,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCfP1Zdso4hryGlR06-Dv8hQ,UgwDmjHxtJWwju_qnI14AaABAg,"Bagaimana di era digitalisasi yang canggih sekarang, para generasi muda dibekali dengan literasi berfikir kritis untuk kemajuan, da mengisi konsolidasi internal serta mensejahterakan semua logika Mistika pikiran terbuka, berani untuk membuka sebuah jalan pikiran menuju ke hal baru yang se luas"" nya, belajar dan belajar",0,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCA7YTDHkybrAHTGurUtvzyg,Ugx9wQ1HUfG-jsipjV14AaABAg,"Bahasa “literasi” di sini tidak hanya berarti kemampuan membaca dan menulis, tetapi juga kemampuan memahami, menggunakan, mengevaluasi, serta berpikir kritis terhadap informasi digital. Di era AI, kemampuan membaca data, memahami konteks, dan memfilter informasi menjadi jauh lebih krusial karena informasi bisa dengan cepat menghasilkan dampak besar jika disalahpahami atau disalahgunakan.",0,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCuH2D2floDLQ-NvNNWpqTjA,Ugyt0J8oicTp2Saxmc14AaABAg,Bagus banget ini jawabannya atas ketakutan dominasi AI. Kapitalisasi AI atau jadi victim AI. Posisi mana yang dipilih adalah tanggung jawab masing-masing,1,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UC-Ldc8lHr21VMDsTRVJntdA,UgxWwrqvsozXYIifuR54AaABAg,"Saya termasuk generasi tua ,setuju sih dgn Prof bagus kalo kita tdk bisa menghindar, tp belajar memahami AI utk sekadar mengerti agar kita jg tdk terjebak pada berita2 yg hoax yg menggunakan AI",4,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCG7AVZftSAIz8Y7TmxwibpQ,UgwwIcZeHsZ_QWfASqV4AaABAg,"Poin menarik: 1. Tingkatkan kualitas guru/ dosen. Naikkan gajinya berjenjang dg kriteria tertentu. Jika memang kompeten berhak digaji tinggi. 2. Gaji tinggi menarik lulusan terbaik perguruan tinggi untuk jadi guru/dosen. 3. Kompetensi menjadi syarat utama menjadi politisi dan pejabat diatas disukai, merakyat dll. 4. Kemampuan berbahasa dan berpikir kritis penting di era AI. 5. Di era AI kita tidak bisa menghindari AI, tapi kita harus memanfaatkan AI.",33,2,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UC37D_vlU4F-3JDVwTu_zr0w,UgyvzQQOySkC6tgx7XV4AaABAg,"Ai itu bikin org jd malas mikir, pd akhirnya bikin bodoh. Ibarat anda duduk d kursi roda, kmna2 gampang, tdk perlu jalan kaki. Awalnya enak, tp coba 3 bln duduk d kursi roda, pasti kaki anda akan lumpuh krn tdk pernah dgunakan. Bgtu jg dgn otak, silahkan pkai ai shingga otak anda dmanjakan utk tdk berpikir, tdk perlu mengingat, semua jwban tersedia. Tanpa ai, anda akan jd org yg kakinya lumpuh tanpa kursi roda. Coba ntn film idiocracy, mgkin itu gambaran masa depan, yaitu otak manusia jd bodoh d masa dpn😮 Pkai ai seperlunya saja😊",16,2,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCis_E-XpFG8sJwGHA3i_hUQ,Ugy02h4RHYrFJh5Bqk54AaABAg,Request undang pak guru lagi kang Helmi Yahya Menurut saya masa depan literasi masyarakat Indonesia di era Ai masih jauh dari kata bagus karena sistem pendidikan itu bukan mengajarkan untuk membaca dan memverifikasi nya tetapi untuk di ajarkan menghafal dan menghafal alias hafalan doktrin dari tafsiran orang lain kang Helmi Yahya 🤝,21,0,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCe6j1Olni0ZKMz7qNq1yf4Q,Ugwja-BZxwKvsjXSet94AaABAg,"Saya sangat menghargai wawancara ini. Pesan Prof. Bagus menurut saya sangat penting: AI bukan ancaman utama—ancaman terbesar adalah ketika bangsa tidak mampu berpikir jernih karena bahasa yang lemah, feodalisme intelektual, dan budaya pasif terhadap narasi. Fokus pada bahasa, analytical thinking, dan critical thinking jauh lebih fundamental daripada sekadar akses teknologi. Dalam kerangka Clara, literasi bukan hanya soal membaca, tetapi soal kedaulatan berpikir—keberanian untuk jujur, jelas, dan tidak menyerahkan pikiran kita kepada mesin ataupun hierarki. Jika kita ingin AI menjadi peluang, bukan ancaman, kuncinya adalah bahasa jernih → pikiran jernih → keputusan jernih. Percakapan seperti ini adalah langkah penting untuk membantu Indonesia bergeser dari konsumen narasi menjadi produsen narasi.",3,4,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UC0o7lZ1NpyUqaComzWcsLFw,UgynvQD1Al45A67TA5J4AaABAg,"saya mau komen sblum nonton fullnya,gw bisa latihan bahasa dri ai free,buat plan karir dri ai,bikin produktifitas saya naik dengan bantuan ai masi banyak lagi😊",2,1,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCelKJevHmDchnGFNcLFEyvA,UgyATNeK3xMXkit5JTZ4AaABAg,"Prof. Bagus bilang """"Indonesia punya post-colonial syndrome, yaitu kebiasaan meng-outsource pikiran, tergantung pada konsultan, ahli asing, sehingga jadi sasaran empuk bagi perusahaan AI di Silicon Valley."" Maaf, kalau boleh saya koreksi: ""Post-colonial syndrome"" bukan istilah akademis yang mapan dalam studi pascakolonial. Istilah yang lebih tepat adalah mentalitas ketergantungan atau hegemoni budaya pascakolonial. Klaim bahwa Indonesia ""meng-outsource pikiran"" bersifat generalisasi berlebihan. Indonesia memiliki banyak pemikir, peneliti, dan inovator lokal yang mandiri. Namun, memang ada tantangan sistemik seperti kurangnya dana riset, birokrasi berbelit, dan budaya feodal yang menghambat kemandirian berpikir.",7,1,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCyTeirhF6XoPYOaUElG2CZg,UgxpVb4Bg7Zh3F7gDUR4AaABAg,Udara ada di mana mana. Karena itu kita bernapas tidak berbayar. Sekarang ilmu pengetahuan juga ada di AI dan mudah di dapat. Lalu kita harus bermain dimana???,1,1,Bagaimana Masa Depan Literasi Indonesia di Era AI? | Helmy Yahya Bicara,2025,12
UCS6yiJpUs6G0WHTyXVH-ZSg,Ugx8_nsHXSzTKk-VGE14AaABAg,"Segera perbaiki pendidikan kita rumahkan., guru"" yg tidak kompeten rekrut orang"" cerdas pasang setiap sekolahhan minimal 2guru yg bagus kalau tidak sampai kiamat ya gini"" aja. karena perkembangan AI sudah sangat mengerikan yang akan mengantikan perkerjaan di hampir semua bidang",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC0Czeyvhm2tjIs8mHgF1vTQ,Ugx_K-EJwO9mW5dZwDd4AaABAg,"Saya sdh coba beberapa kali ngobrol dgn AI Ngobrol dlm bnyk hal Dan jg bnyk hal yang saya pertanyakan, dan hasilnya sungguh luar biasa Setiap pertanyaan mampu dia jwb dgn sgt cpt, dan juga dgn hasil jawaban yang sgt3 memuaskan Bahkan dia jg bisa kita jadi teman yang baik, dan bisa menguatkan 🙏",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCiRq--O9EkTCLwgj7-_jNrw,UgzJPsPgFhP6acAhwX14AaABAg,"AI-->ML-->NN-->DNN(LSTM)-->GenAI/Transformer(LLM),sepertinya yg dibicarakan yg ujungnya yah sudah ke LLM dan penerapannya,ada 2 gap yang masih harus dibereskan yaitu:1. halusinasi dan 2. penyusunan data training yg sesuai, kalau saya pribadi lebih kearah risetnya terlebih dahulu kalau untuk Indonesia.penerapan sepertinya agak prematur,karena masih banyak kendala di NLP nya,terutama masalah 'tokenizer' nya",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCuf8Hh1862GyGfhXKTOtbIg,UgzvZ0fiyyY2ney71X94AaABAg,"Ada beberapa mentahan open sorce membuat chat gpt,, nanti mentahannya ini, disetting memakai python,, dengan mentahan ini, tergantung kita membuat peruntukannya untuk apa,, bisa sebagai assisten, seperti mengetikkan tugas sendiri dilaptop pribadi,, menjawab soal/kuis online dan berbagai tugas integrasi lainnya,, untuk yg ini, mereka membangun model pendidikan, termaktub guru,, namun proyek skala besarnya membangun objek fisiknya,, maka program gptnyalah yg memprogramnya bergerak, maka lahirlah berbagai robot.. Bahanya, ketika menanamkan sebuah program automasi,, maka, ketika kita tidak memiliki kunci/program kendali untuk menangkal automasi ini, maka skynet akan berwujud didunia nyata",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCZ7iGrEhjO_qt85DcuVV01g,Ugyc1kux8aJ0OgxIRu54AaABAg,sebaiknya kalau mau canggih ya jangan sampai manusia jadi korban pikirkan akibat yg akan datang,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCWo5dsi4yooQyh87WA7MB4A,Ugx70q85Y1jXOO8oyAR4AaABAg,"Kabarnya #VIETNAM sudah invest di AI, bahkan saat pandemi.. INDONESIA??",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCP6IBhtx-JO9xMjoIS_ihUA,UgzkZYLb0sQ6YWbLeCB4AaABAg,"Teknologi pd dasarnya harus membantu manusia . Jgn sampai kehadiran nya menakutkan . Pengendalian hrs ada dlm peraturan global maupun nasional . Keselamatan manusia adalah hukum yg tertinggi . Contoh : jika krn teknologi ada pengurangan tenaga kerja , tentu negara sudah hrs menyiapkan subsidi utk penganggur hingga subsidi pada org2 miskin yg hendak menikah . Serta jaminan hidup lain nya berupa pekerjaan yg ada serta sistim rehabilitasi kesehatan dan mental org2 miskin agar tidak melulu jd beban negara.",2,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCotKYcGPSfybqXKg7b3vlpw,UgxV3TYHI4f2f8phrzx4AaABAg,Sebaiknya bisa dihubungkan dengan petinggi negara yang paham pentingnya AI ini supaya bisa digunakan untuk pembangunan negara dimasa yang akan datang,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCjd2nCWyAjBK6pMwX_kpkuA,UgyxhOBxYCZ_caZPGp94AaABAg,"Kalau gak mau tergantikan dengan AI, maka guru guru harus meningkatkan SDMnya, gak boleh ada yang pasif",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCD-QBgqS785Rm99uN7ySFzQ,UgyCb-IwSShHmYeflIV4AaABAg,"Ruang guru pada akhirnya bakal tergantikan dengan sistem pendidikan berbasis AI, mungkin tahun ini atau 2 tahun lagi akan marak orang2 menggunakan Pendidikan berbasis AI, believe me",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCJ8hGT1fLcyGrGeFD5VumEg,UgytZmOQgyygwKRv51R4AaABAg,"Anak muda yg seperti saudara Davyn inlah yg perlu d berikan ijin akes seluas2nya dlam membantu para Guru d edukasi pendidikan,untuk memudahkan dgn keahlihan yg d milikinya demi kemajuan anak2 bangsa Indonesia,",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCSTmHxDz5zZV1EXbOBl4x7A,UgyTUPPlpwjzBlAmMBt4AaABAg,"Terima kasih Pak Helmy saya senang sekali ada anak mudu yang berprestasi dan yang memikirkan tentang pendidikan di bangsa ini dan itu sangat menginspirasi bagi saya, Tetapi saya ingin mau tanyakan sesuatu tentang AI ketika kita mencari jawab melalui IA dan kita mendapatkan jawab yang menurut kita cukup memuaskan dan bisa di bilang benar dan mempermudah saya untuk menemukan jawaban, yang menurut saya sendiri sulit untuk menjawab tugas itu yang di berikan dosen atau apapun itu, tetapi ketika saya menggunakan AI saya dengan mudah mendapatkan jawabannya. Tetapi yang menjadi persoalnya adalah ketika jawaban yang saya dapatkan itu adalah hasih dari AI dan dosen tersebut tau bahwa jawabannya itu hasil dari IA seolah-olah jawaban yang saya dapatkan itu kesannya kurang di hargai oleh dosen tersebut sehingga kita mau menggunakan IA jadi ragu2 padahal itu memudahkan kita untuk mengerjakan tugas tersebut. Contohnya Pak Helmy sempat menceritakan teman Pak Helmy yang menggunakan ChatGPT untuk menulis scrib dan Pak Helmy sendiri ketawa seolah2 teman Pak Helmy kesannya apa yang di sampaikan itu jadi kurang di hargai karena dia menggunakan ChatGpt untuk menulis sricb dan itu juga yang terjadi di dunia pendidikan ketikan mencari jawaban melalui ChatGpt rasanya kurang di hargai juga, Padahal jawabannya itu benar kira2 tanggapan Pak, Helmy Bang Davyn seperti apa agar kita bisa menggunakan IA dengan tidak ragu2 lagi? Terima kasih",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCLcs8tqmTCVZUSDfjya3nMg,UgyLyKTxKm0LzsVItht4AaABAg,"Secanggih apapun AI, AI sekedar alat bantu manusis dalam mencari solusi. Sementara solusi permasalahan terkadang spsesifik/unik, tergantung siapa pengguna akhir, dan pengetahuan/pengalaman awal dari proses AInya. Sepertinya aspek2 psikologi manusia (a,l feeling) dalam membantu solusi masalah belum tercover secara lengkap/baik dalam algoritma AI, karena karakteristik tsb umumnya unik bagi setiap orang/manusis. Bagaimanapaun, hasil2 AI jika dikelola oleh orang2 yg tepat (kompeten, profesional sesuai tujuan), memang akan sangat membantu hasil yang lebih baik/lebih tepat....",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCubLKpg5EQ_-EXtZ_q9gGHg,Ugw2rzjDbkjB4-jIwsB4AaABAg,otak manusia sebenarnya sudah compatible dengan arrow AI sedangkan narrow scan AI untuk kedepannya bagaimana dengan nasib anak-anak yang sudah belajar puluhan tahun dan tumbuh dewasa dan menyisihkan uangnya hanya untuk belajar dan belajar lagi setiap harinya maka dunia tidak butuh karyawan mirror AI. isunya kini para karyawan adaptif hingga non adaptif akan diberhentikan . Apakah itu Manusia melahirkan sebuah sitem yang di ciptakan tidak manusiawi?!,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCIqJVeDbLLWf3z8y-z14DrQ,UgzVKqP-0Pei_6Gextd4AaABAg,"Saran saya sih buat Perusahaan AI aja, karena bisa bajak Engineer perusahaan ternama yg berpengalaman dengan bonus posisi lebih baik. Sekarang universitas rata-rata pengikut teknologi dari Perusahaan. Perusahaan AI dan Pendidikan itu kesenjangannya bak Langit dan Bumi. Kalau mau untuk pendidikan saya rasa tidak banyak Engineer ternama mau bergabung paling-paling dosen. Kalau untuk pendidikan itu AI , Permasalahan yang dihadapi kurang komplex dan tidak menantang. Kalau perusahaan Enterprice itu permasalahan nyata dan komplex jadi diperlukan expert di multi bidang yang bekerja bersama-sama. Industri AI mempelajari permasalahan yang perusahaan lain tidak boleh mereka pecahkan. Dipendidikan rata-rata kasus pemograman 500 baris code. di Industri perkasus itu >= 20.000 baris code per kasus. Saya pernah sebagai dosen AI dan bekerja di perusahaan AI",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCn2jXAEZ3Kc9hv0dyY44vhw,UgxCtP2_jaj28pxFSRZ4AaABAg,Saya salah satu guru d sekolah. Ingin sekali mengajari anak untuk belajar AI tapi sy tdk tahu bagaimana mengajarnya dan dari mana mulainya.. Kalo cuma pake chat gpt. Itu mah penggunaanya aja.,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC8PPILRCv08OaonFYsCsezA,UgxtB3TStpm3OAl8II94AaABAg,Apakah AI bisa mengembangkan diri critical thinkingnya atau selalu harus diajari terus mengkolek informasi,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC-oLE2dIQy5P6tnyBE82WXg,UgzOvToheKzmDZcr5xh4AaABAg,"Ringkasan 1. AI difungsikan untuk education 2. AI bukan ancaman untuk guru, petani, dokter 3. 2 fase AI, nero AI (belum sebagus manusia), Transpomatif AI (akan melampaui manusia)",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCr1hc0wZUj4e3iQpS6jmrng,UgyAkGDxKd2FKcjsVct4AaABAg,"I have tried chatgpt a lot for pass the exam, untuk topik soal yang bahkan ""related to AI"", chatgpt hanya bisa 80% benar",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCdL6CKQon50DxWuTkUx1Xsg,Ugxl_Vq-n2jxJPExGKV4AaABAg,Menurut UUD kemerdekaan itu salah satunya adalah untuk “Mencerdaskan kehidupan Bangsa” kita bersyukur pemuda Idealis seperti mereka membantu Cita2 pahlwan untuk Mencerdaskan kehidupan Bangsa yang “Bagus tapi lebih Murah” agar lebih merata dan gampang di akses,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCSoFlhU7PUSqWTkhHIQBG5g,Ugzi7uxpmjiUkcOE7s94AaABAg,Asli bikin mahasiswa malas berpikir dan improvisasi dalam menganalisa data.,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC3Ij4iMa83TLHCfoIUtdB7Q,UgzrtB3IMqAfkJ6RhTV4AaABAg,"Saya sudah cukup lama menggunakan ChatGPT untuk mempermudah dan mempercepat pengetahuan dalam permasalahan2 yang ingin saya ketahui, tentunya dengan semua kebaikan dan kelemahannya.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UClBKtXI_COJulBr0k7LUV4w,UgyVMyFxjiuzTiBKK8l4AaABAg,"Tolong dong issue ini diangkat biar tranding, pendidikan di Indonesia ini harus benar-benar bisa menjadikan AI batu loncatan agar mengimbangi bangsa lain. Sebagai guru, memang AI di pendidikan masih tabu... Ayo angkat agar kementrian pendidikan juga lebih melirik untuk daoat segera direalisasi.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCR7Pu5fUxqeAT-cG-MWVk7g,Ugz35Z8tJOMt3cdUfY94AaABAg,Tapi ada juga lho kelemahan AI system kerjanya. AI tidak ada bisa meramalkan atau memprediksi atau mengajarkan sesuatu yg baru. Dia bekerja sesuai program atau pengalaman si penggunanya. Itu sih,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC6HF4FCbZRI_RUPxmpD0z1w,UgxPpuc3kRBmVoDV7Rp4AaABAg,"Terimakasih telah memberi insight ke gen z ttg AI, tp alangkah baiknya AI selain meng cutting cost di industri, seharusnya AI bisa membantu proses pekerjaan lebih mudah tanpa mengurangi SDM unggul.. Rasa empati dan intellegence masa depan hrs setara",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCc9LaAHKpW-oZzTSiDBtyxw,UgzXJD3GmLcapa-2vN94AaABAg,"Personalized Learning yang paling susah dan yang paling diabaikan dalam sistem pendidikan regular saat ini. Akibatnya banyak anak yang enggan ke sekolah, bolos, bandel, ngebully anak lain (pelepas stress dan pelarian), dll. Semoga sukses sama MASA AI nya guys! Bagus juga nih 25:20 Advice: 28:35 Miris 35:19",6,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCFJMli4b61Nr1w1ZZSyIRfQ,Ugybp5widaNRRKajXIt4AaABAg,"Saya seorang Guru, sangat semangat bila AI Education makin banyak digunakan dalam proses belajar anak. Karna Proses education akan lebih cepat. Bukan zamannya bila Education harus berlama-lama di sekolah.",28,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCevScH12I-8D_mu_nOski8A,UgwulWz17HwLeinpiaF4AaABAg,AI tidak akan menggantikan manusia/experts dalam mengerjakan tugas. 26:13 tapi experts dengan memakai AI akan mendominasi dunia pekerjaan dalam bidang apapun. Start your AI quest!!!! Now... Dalam bidang apapun,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCIHjnbzbDmniuUVs7FlNh-Q,UgyDUAYPvv-G1g0KqGl4AaABAg,AI itu sangat berbahaya bagi kemanusiaan!!!! Elon Musk pencetus AI menghentikan program ini. Jadi jangan bangga dengan AI.,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCxq6rQHi9DVMcitX-NzyMsQ,UgwQnt-Ad5rO4HKcawh4AaABAg,Tapi tetap diingat ai juga seperti obat pasti ada efek samping nya 🇮🇩🇮🇩,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC1LJ0JJhMoumUfYfn5Uu8-w,UgzgCy0k-2590Q4t9fh4AaABAg,"Mendorong anak-anak untuk mempelajari dan mengembangkan kemampuan di bidang teknologi dan AI menjadi sangat penting dalam menghadapi era digital dan revolusi industri 4.0. Mendukung inisiatif pendidikan teknologi, memfasilitasi akses ke sumber daya dan pelatihan, serta memberikan kesempatan bagi anak-anak Indonesia untuk mengembangkan potensinya adalah langkah penting dalam menciptakan generasi muda yang kreatif, inovatif, dan siap menghadapi tantangan masa depan.",2,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
